width,height,aspect_ratio,sharpness,brightness,contrast,noise,intensity_std,unique_intensity_values,filename,label
300,221,1.3575,2349.05,77.69,64.04,13.87,64.04,256,058_okapi_image_0004_heavy_compression.jpg,DEFECTIVE
300,221,1.3575,1356.72,24.13,17.22,7.28,17.22,79,058_okapi_image_0004_multiple_defects.jpg,DEFECTIVE
300,221,1.3575,6.68,77.35,57.43,1.06,57.43,236,058_okapi_image_0004_severe_blur.jpg,DEFECTIVE
300,221,1.3575,22817.54,83.65,64.56,31.24,64.56,256,058_okapi_image_0004_severe_noise.jpg,DEFECTIVE
225,300,0.75,265.92,244.37,42.17,5.03,42.17,256,059_ewer_image_0052_extreme_bright.jpg,DEFECTIVE
225,300,0.75,6.69,27.24,8.33,0.79,8.33,42,059_ewer_image_0052_extreme_dark.jpg,DEFECTIVE
225,300,0.75,130.22,176.62,52.92,3.81,52.92,256,059_ewer_image_0052_heavy_compression.jpg,DEFECTIVE
225,300,0.75,1474.7,51.63,15.97,7.58,15.97,83,059_ewer_image_0052_multiple_defects.jpg,DEFECTIVE
225,300,0.75,4.02,176.72,50.37,0.77,50.37,254,059_ewer_image_0052_severe_blur.jpg,DEFECTIVE
225,300,0.75,13320.87,173.82,55.16,23.13,55.16,256,059_ewer_image_0052_severe_noise.jpg,DEFECTIVE
300,287,1.0453,1771.55,175.91,75.52,11.46,75.52,252,060_sea_horse_image_0049_extreme_bright.jpg,DEFECTIVE
300,287,1.0453,34.27,12.35,7.64,1.51,7.64,32,060_sea_horse_image_0049_extreme_dark.jpg,DEFECTIVE
300,287,1.0453,453.4,103.71,60.93,6.8,60.93,243,060_sea_horse_image_0049_heavy_compression.jpg,DEFECTIVE
300,287,1.0453,1464.16,31.26,18.37,7.55,18.37,79,060_sea_horse_image_0049_multiple_defects.jpg,DEFECTIVE
300,287,1.0453,4.56,103.54,58.38,0.82,58.38,208,060_sea_horse_image_0049_severe_blur.jpg,DEFECTIVE
300,287,1.0453,15041.61,105.62,63.28,25.04,63.28,253,060_sea_horse_image_0049_severe_noise.jpg,DEFECTIVE
300,235,1.2766,23063.58,117.42,106.84,32.98,106.84,256,061_accordion_image_0041_extreme_bright.jpg,DEFECTIVE
300,235,1.2766,525.49,14.85,16.99,4.83,16.99,51,061_accordion_image_0041_extreme_dark.jpg,DEFECTIVE
300,235,1.2766,4909.88,87.0,94.95,19.41,94.95,256,061_accordion_image_0041_heavy_compression.jpg,DEFECTIVE
300,235,1.2766,1159.83,26.93,23.25,6.72,23.25,84,061_accordion_image_0041_multiple_defects.jpg,DEFECTIVE
300,235,1.2766,3.42,87.01,78.16,0.66,78.16,256,061_accordion_image_0041_severe_blur.jpg,DEFECTIVE
300,235,1.2766,21072.02,90.92,88.65,30.42,88.65,256,061_accordion_image_0041_severe_noise.jpg,DEFECTIVE
300,168,1.7857,3249.49,195.83,69.17,15.02,69.17,256,062_wrench_image_0019_extreme_bright.jpg,DEFECTIVE
300,168,1.7857,88.04,21.4,13.38,2.41,13.38,54,062_wrench_image_0019_extreme_dark.jpg,DEFECTIVE
300,168,1.7857,828.11,113.6,68.25,9.22,68.25,256,062_wrench_image_0019_heavy_compression.jpg,DEFECTIVE
300,168,1.7857,1530.53,33.58,18.4,7.72,18.4,82,062_wrench_image_0019_multiple_defects.jpg,DEFECTIVE
300,168,1.7857,3.68,113.59,52.76,0.68,52.76,230,062_wrench_image_0019_severe_blur.jpg,DEFECTIVE
300,168,1.7857,14246.04,112.9,68.53,24.81,68.53,256,062_wrench_image_0019_severe_noise.jpg,DEFECTIVE
288,300,0.96,6042.1,180.14,104.09,21.13,104.09,256,063_grand_piano_image_0013_extreme_bright.jpg,DEFECTIVE
288,300,0.96,65.12,18.92,13.36,2.1,13.36,38,063_grand_piano_image_0013_extreme_dark.jpg,DEFECTIVE
288,300,0.96,1996.69,161.17,110.04,13.76,110.04,256,063_grand_piano_image_0013_heavy_compression.jpg,DEFECTIVE
288,300,0.96,955.55,46.36,27.94,6.1,27.94,84,063_grand_piano_image_0013_multiple_defects.jpg,DEFECTIVE
288,300,0.96,5.68,161.85,102.88,1.01,102.88,256,063_grand_piano_image_0013_severe_blur.jpg,DEFECTIVE
288,300,0.96,9708.44,155.95,100.17,22.11,100.17,256,063_grand_piano_image_0013_severe_noise.jpg,DEFECTIVE
300,212,1.4151,1147.03,229.49,44.14,10.18,44.14,211,064_elephant_image_0050_extreme_bright.jpg,DEFECTIVE
300,212,1.4151,18.9,18.59,6.27,1.31,6.27,43,064_elephant_image_0050_extreme_dark.jpg,DEFECTIVE
300,212,1.4151,286.22,106.21,34.55,5.49,34.55,224,064_elephant_image_0050_heavy_compression.jpg,DEFECTIVE
300,212,1.4151,1686.75,31.38,12.69,8.09,12.69,75,064_elephant_image_0050_multiple_defects.jpg,DEFECTIVE
300,212,1.4151,2.53,106.09,30.47,0.51,30.47,147,064_elephant_image_0050_severe_blur.jpg,DEFECTIVE
300,212,1.4151,15281.73,106.13,43.57,25.14,43.57,250,064_elephant_image_0050_severe_noise.jpg,DEFECTIVE
300,218,1.3761,5393.77,208.79,65.03,20.9,65.03,256,065_brain_image_0008_extreme_bright.jpg,DEFECTIVE
300,218,1.3761,33.43,13.26,6.29,1.61,6.29,28,065_brain_image_0008_extreme_dark.jpg,DEFECTIVE
300,218,1.3761,1619.34,136.6,61.74,12.64,61.74,256,065_brain_image_0008_heavy_compression.jpg,DEFECTIVE
300,218,1.3761,1619.98,40.12,16.26,7.93,16.26,82,065_brain_image_0008_multiple_defects.jpg,DEFECTIVE
300,218,1.3761,13.61,136.09,49.8,1.59,49.8,223,065_brain_image_0008_severe_blur.jpg,DEFECTIVE
300,218,1.3761,21808.94,134.97,65.04,30.87,65.04,256,065_brain_image_0008_severe_noise.jpg,DEFECTIVE
266,300,0.8867,1109.43,186.24,73.85,9.72,73.85,256,066_cup_image_0054_extreme_bright.jpg,DEFECTIVE
266,300,0.8867,21.15,16.42,9.38,1.35,9.38,42,066_cup_image_0054_extreme_dark.jpg,DEFECTIVE
266,300,0.8867,418.5,105.88,58.27,6.65,58.27,255,066_cup_image_0054_heavy_compression.jpg,DEFECTIVE
266,300,0.8867,1483.01,31.89,16.94,7.62,16.94,82,066_cup_image_0054_multiple_defects.jpg,DEFECTIVE
266,300,0.8867,5.82,105.92,54.14,0.98,54.14,232,066_cup_image_0054_severe_blur.jpg,DEFECTIVE
266,300,0.8867,17889.1,108.31,61.11,27.11,61.11,256,066_cup_image_0054_severe_noise.jpg,DEFECTIVE
300,214,1.4019,2999.09,172.92,89.32,14.55,89.32,254,067_helicopter_image_0029_extreme_bright.jpg,DEFECTIVE
300,214,1.4019,102.67,23.02,15.47,2.78,15.47,51,067_helicopter_image_0029_extreme_dark.jpg,DEFECTIVE
300,214,1.4019,1425.78,126.08,80.09,11.58,80.09,256,067_helicopter_image_0029_heavy_compression.jpg,DEFECTIVE
300,214,1.4019,1285.3,37.07,22.07,7.08,22.07,83,067_helicopter_image_0029_multiple_defects.jpg,DEFECTIVE
300,214,1.4019,3.84,125.79,75.81,0.74,75.81,236,067_helicopter_image_0029_severe_blur.jpg,DEFECTIVE
300,214,1.4019,10704.82,124.38,79.15,22.62,79.15,256,067_helicopter_image_0029_severe_noise.jpg,DEFECTIVE
300,295,1.0169,4667.52,171.82,73.2,16.84,73.2,188,068_stop_sign_image_0010_extreme_bright.jpg,DEFECTIVE
300,295,1.0169,151.3,26.16,15.38,3.35,15.38,49,068_stop_sign_image_0010_extreme_dark.jpg,DEFECTIVE
300,295,1.0169,1535.08,141.21,79.98,13.27,79.98,243,068_stop_sign_image_0010_heavy_compression.jpg,DEFECTIVE
300,295,1.0169,1229.13,42.34,17.93,6.91,17.93,76,068_stop_sign_image_0010_multiple_defects.jpg,DEFECTIVE
300,295,1.0169,4.53,143.33,53.9,0.83,53.9,192,068_stop_sign_image_0010_severe_blur.jpg,DEFECTIVE
300,295,1.0169,12959.84,141.61,74.27,25.0,74.27,246,068_stop_sign_image_0010_severe_noise.jpg,DEFECTIVE
182,300,0.6067,2957.82,226.43,51.7,13.56,51.7,225,069_chair_image_0031_extreme_bright.jpg,DEFECTIVE
182,300,0.6067,120.76,47.67,19.9,3.11,19.9,65,069_chair_image_0031_extreme_dark.jpg,DEFECTIVE
182,300,0.6067,1052.83,196.62,80.12,10.37,80.12,256,069_chair_image_0031_heavy_compression.jpg,DEFECTIVE
182,300,0.6067,1115.91,55.72,20.0,6.59,20.0,84,069_chair_image_0031_multiple_defects.jpg,DEFECTIVE
182,300,0.6067,3.0,197.07,65.7,0.66,65.7,200,069_chair_image_0031_severe_blur.jpg,DEFECTIVE
182,300,0.6067,8759.61,187.39,76.22,20.5,76.22,255,069_chair_image_0031_severe_noise.jpg,DEFECTIVE
258,300,0.86,2407.35,206.54,97.39,10.35,97.39,230,070_trilobite_image_0064_extreme_bright.jpg,DEFECTIVE
258,300,0.86,71.22,17.86,9.1,1.84,9.1,41,070_trilobite_image_0064_extreme_dark.jpg,DEFECTIVE
258,300,0.86,435.02,116.63,57.92,6.34,57.92,242,070_trilobite_image_0064_heavy_compression.jpg,DEFECTIVE
258,300,0.86,1537.87,35.36,16.7,7.76,16.7,78,070_trilobite_image_0064_multiple_defects.jpg,DEFECTIVE
258,300,0.86,4.54,116.55,55.17,0.83,55.17,202,070_trilobite_image_0064_severe_blur.jpg,DEFECTIVE
258,300,0.86,11621.11,118.75,57.99,21.89,57.99,251,070_trilobite_image_0064_severe_noise.jpg,DEFECTIVE
300,170,1.7647,1368.15,212.92,78.64,10.31,78.64,218,071_euphonium_image_0032_extreme_bright.jpg,DEFECTIVE
300,170,1.7647,49.45,25.97,14.55,2.16,14.55,57,071_euphonium_image_0032_extreme_dark.jpg,DEFECTIVE
300,170,1.7647,602.46,123.71,67.59,8.15,67.59,256,071_euphonium_image_0032_heavy_compression.jpg,DEFECTIVE
300,170,1.7647,1520.38,36.78,18.99,7.71,18.99,81,071_euphonium_image_0032_multiple_defects.jpg,DEFECTIVE
300,170,1.7647,7.56,123.63,62.79,1.15,62.79,254,071_euphonium_image_0032_severe_blur.jpg,DEFECTIVE
300,170,1.7647,23391.23,123.83,68.12,31.18,68.12,256,071_euphonium_image_0032_severe_noise.jpg,DEFECTIVE
300,289,1.0381,201.28,243.74,32.9,4.34,32.9,194,072_dragonfly_image_0026_extreme_bright.jpg,DEFECTIVE
300,289,1.0381,9.48,36.98,11.1,1.02,11.1,52,072_dragonfly_image_0026_extreme_dark.jpg,DEFECTIVE
300,289,1.0381,161.59,174.69,51.48,4.34,51.48,242,072_dragonfly_image_0026_heavy_compression.jpg,DEFECTIVE
300,289,1.0381,1516.73,51.18,16.11,7.7,16.11,83,072_dragonfly_image_0026_multiple_defects.jpg,DEFECTIVE
300,289,1.0381,4.39,174.67,48.56,0.81,48.56,213,072_dragonfly_image_0026_severe_blur.jpg,DEFECTIVE
300,289,1.0381,10645.21,172.65,54.84,20.79,54.84,255,072_dragonfly_image_0026_severe_noise.jpg,DEFECTIVE
300,283,1.0601,3552.95,147.71,107.13,16.14,107.13,256,073_binocular_image_0002_extreme_bright.jpg,DEFECTIVE
300,283,1.0601,61.5,18.14,17.22,2.02,17.22,45,073_binocular_image_0002_extreme_dark.jpg,DEFECTIVE
300,283,1.0601,959.65,119.04,108.88,10.11,108.88,256,073_binocular_image_0002_heavy_compression.jpg,DEFECTIVE
300,283,1.0601,1049.01,35.51,27.79,6.37,27.79,84,073_binocular_image_0002_multiple_defects.jpg,DEFECTIVE
300,283,1.0601,3.49,119.93,97.41,0.7,97.41,256,073_binocular_image_0002_severe_blur.jpg,DEFECTIVE
300,283,1.0601,11612.02,119.1,98.68,22.69,98.68,256,073_binocular_image_0002_severe_noise.jpg,DEFECTIVE
300,230,1.3043,1319.4,226.51,42.74,10.59,42.74,181,074_cannon_image_0012_extreme_bright.jpg,DEFECTIVE
300,230,1.3043,61.85,32.82,16.16,2.49,16.16,59,074_cannon_image_0012_extreme_dark.jpg,DEFECTIVE
300,230,1.3043,545.36,133.63,63.61,7.98,63.61,244,074_cannon_image_0012_heavy_compression.jpg,DEFECTIVE
300,230,1.3043,1576.74,39.19,18.36,7.83,18.36,83,074_cannon_image_0012_multiple_defects.jpg,DEFECTIVE
300,230,1.3043,2.7,133.83,54.25,0.55,54.25,200,074_cannon_image_0012_severe_blur.jpg,DEFECTIVE
300,230,1.3043,24914.13,131.05,67.11,32.0,67.11,256,074_cannon_image_0012_severe_noise.jpg,DEFECTIVE
300,275,1.0909,16987.16,170.92,72.72,29.41,72.72,255,075_bonsai_image_0030_extreme_bright.jpg,DEFECTIVE
300,275,1.0909,509.49,17.97,13.4,5.44,13.4,60,075_bonsai_image_0030_extreme_dark.jpg,DEFECTIVE
300,275,1.0909,5407.44,84.52,59.01,20.24,59.01,256,075_bonsai_image_0030_heavy_compression.jpg,DEFECTIVE
300,275,1.0909,1470.84,25.59,15.23,7.57,15.23,81,075_bonsai_image_0030_multiple_defects.jpg,DEFECTIVE
300,275,1.0909,2.57,84.45,43.24,0.52,43.24,230,075_bonsai_image_0030_severe_blur.jpg,DEFECTIVE
300,275,1.0909,24124.99,87.21,62.61,33.46,62.61,256,075_bonsai_image_0030_severe_noise.jpg,DEFECTIVE
300,163,1.8405,157.81,252.16,13.02,3.32,13.02,113,076_ceiling_fan_image_0010_extreme_bright.jpg,DEFECTIVE
300,163,1.8405,8.73,25.88,3.57,0.89,3.57,40,076_ceiling_fan_image_0010_extreme_dark.jpg,DEFECTIVE
300,163,1.8405,149.34,136.58,18.32,3.97,18.32,189,076_ceiling_fan_image_0010_heavy_compression.jpg,DEFECTIVE
300,163,1.8405,1744.63,40.99,10.1,8.26,10.1,76,076_ceiling_fan_image_0010_multiple_defects.jpg,DEFECTIVE
300,163,1.8405,0.78,138.78,12.83,0.25,12.83,115,076_ceiling_fan_image_0010_severe_blur.jpg,DEFECTIVE
300,163,1.8405,19851.97,138.05,35.97,28.24,35.97,249,076_ceiling_fan_image_0010_severe_noise.jpg,DEFECTIVE
300,268,1.1194,9228.49,226.88,47.98,22.58,47.98,251,077_brontosaurus_image_0043_extreme_bright.jpg,DEFECTIVE
300,268,1.1194,23.54,10.65,4.79,1.32,4.79,22,077_brontosaurus_image_0043_extreme_dark.jpg,DEFECTIVE
300,268,1.1194,1855.98,138.99,59.48,12.8,59.48,249,077_brontosaurus_image_0043_heavy_compression.jpg,DEFECTIVE
300,268,1.1194,1583.55,40.92,17.29,7.88,17.29,82,077_brontosaurus_image_0043_multiple_defects.jpg,DEFECTIVE
300,268,1.1194,2.74,138.95,48.96,0.54,48.96,179,077_brontosaurus_image_0043_severe_blur.jpg,DEFECTIVE
300,268,1.1194,25972.51,137.69,64.63,33.38,64.63,256,077_brontosaurus_image_0043_severe_noise.jpg,DEFECTIVE
300,272,1.1029,373.72,157.7,76.59,5.76,76.59,243,078_flamingo_head_image_0041_extreme_bright.jpg,DEFECTIVE
300,272,1.1029,6.3,11.96,8.44,0.77,8.44,44,078_flamingo_head_image_0041_extreme_dark.jpg,DEFECTIVE
300,272,1.1029,167.06,71.88,48.92,4.09,48.92,249,078_flamingo_head_image_0041_heavy_compression.jpg,DEFECTIVE
300,272,1.1029,1357.62,22.2,14.79,7.25,14.79,79,078_flamingo_head_image_0041_multiple_defects.jpg,DEFECTIVE
300,272,1.1029,3.97,71.85,46.21,0.74,46.21,221,078_flamingo_head_image_0041_severe_blur.jpg,DEFECTIVE
300,272,1.1029,11479.09,74.54,51.32,21.45,51.32,252,078_flamingo_head_image_0041_severe_noise.jpg,DEFECTIVE
300,159,1.8868,3111.12,201.32,51.89,13.8,51.89,251,079_dolphin_image_0012_extreme_bright.jpg,DEFECTIVE
300,159,1.8868,59.48,15.57,6.62,1.94,6.62,46,079_dolphin_image_0012_extreme_dark.jpg,DEFECTIVE
300,159,1.8868,324.16,92.28,36.72,5.58,36.72,242,079_dolphin_image_0012_heavy_compression.jpg,DEFECTIVE
300,159,1.8868,1599.19,27.67,12.78,7.88,12.78,80,079_dolphin_image_0012_multiple_defects.jpg,DEFECTIVE
300,159,1.8868,1.98,92.7,31.19,0.39,31.19,178,079_dolphin_image_0012_severe_blur.jpg,DEFECTIVE
300,159,1.8868,13957.57,93.06,44.0,24.26,44.0,254,079_dolphin_image_0012_severe_noise.jpg,DEFECTIVE
300,229,1.31,184.97,243.81,13.38,3.63,13.38,81,080_llama_image_0033_extreme_bright.jpg,DEFECTIVE
300,229,1.31,13.94,23.57,6.2,1.11,6.2,41,080_llama_image_0033_extreme_dark.jpg,DEFECTIVE
300,229,1.31,177.36,121.42,30.4,4.3,30.4,197,080_llama_image_0033_heavy_compression.jpg,DEFECTIVE
300,229,1.31,1737.89,35.72,12.13,8.22,12.13,78,080_llama_image_0033_multiple_defects.jpg,DEFECTIVE
300,229,1.31,1.75,121.12,26.07,0.35,26.07,113,080_llama_image_0033_severe_blur.jpg,DEFECTIVE
300,229,1.31,16109.42,120.38,41.23,25.46,41.23,252,080_llama_image_0033_severe_noise.jpg,DEFECTIVE
